project_name,artist,year,rating,tags
in league with dragons,the mountain goats,2019,4,"2019, 2010s, albums, 2019 albums"
dos city,dos monos,2019,7,"experimental hip hop, jazz rap, Japanese hip hop"
2020,richard dawson,2019,9,"2019, art rock, singer-songwriter, Progressive rock, dark"
kiwanuka,michael kiwanuka,2019,7,"2019, soul, rnb, Psychedelic Soul, 10s"
the plugs i met,benny the butcher,2019,6,"Hip-Hop, 2019, rap, Gangsta Rap, conscious hip-hop"
girl with basket of fruit,xiu xiu,2019,9,"2019, experimental, Post-Industrial, ritual ambient, death industrial"
hyperspace,beck,2019,4,"2019, rock, alternative rock, space, Psychedelia"
rap or go to the league,2 chainz,2019,6,"2 chainz, 2019, rap, albums, Hip-Hop"
a different shade of blue,knocked loose,2019,6,"metalcore, deathcore, beatdown hardcore, fake hardcore, 2019"
self-titled,malibu ken,2019,8,"2019, Hip-Hop, rap, albums I own, experimental hip hop"
amo,bring me the horizon,2019,6,"alternative rock, alternative metal, 2019, pop, pop rock"
ginger,brockhampton,2019,8,"2019, pop rap, Hip-Hop, hip hop, pop"
king's mouth,the flaming lips,2019,6,"2019, Progressive rock, psychedelic pop, art rock, Psychedelic Rock"
revenge of the dreamers iii,dreamville,2019,6,"2019, rap, conscious hip-hop, trap, pop rap"
panorama,la dispute,2019,6,"2019, post-hardcore, emo, spoken word, art rock"
proto,holly herndon,2019,5,"2019, electronic, experimental, noise, electronica"
2020,richard dawson,2019,9,"2019, art rock, singer-songwriter, Progressive rock, dark"
sonic citadel,lightning bolt,2019,8,"2019, math rock, noise rock, post-hardcore, brutal prog"
it wasn't even close,your old droog,2019,7,"urban, crime, male vocals, sampling, rhythmic"
syntheosis,waste of space orchestra,2019,6,"black metal, 2019, doom metal, Post-Metal, psychedelic black metal"
jaime,brittany howard,2019,7,"2019, rock, blues, favourite, blues rock"
animated violence mild,blanck mass,2019,7,"2019, noise, electronic, experimental, techno"
planetary clairvoyance,tomb mold,2019,6,"2019, death metal, new wave of old school death metal, top-2019"
the center won't hold,sleater-kinney,2019,5,"2019, rock, alternative rock, post-punk, 2010s"
doko mien,ibibio sound machine,2019,7,2019
charli,charli xcx,2019,9,"2019, electropop, pop, hyperpop, bubblegum bass"
my beautiful dark twisted fantasy,kanye west,2010,6,"Hip-Hop, 2010, rap, hip hop, albums I own"
chromatica,lady gaga,2020,7,"2020, pop, House, electropop, dance"
circles,mac miller,2020,8,"2020, Neo-Soul, rnb, Hip-Hop, rap"
after hours,the weeknd,2020,7,"2020, synthpop, rnb, synthwave, alternative rnb"
father of all...,green day,2020,0,"2020, pop rock, pop punk, no features, 100 percent pure uncut rock"
legends never die,juice wrld,2020,7,"2020, emo rap, Hip-Hop, pop, trap"
no pressure,logic,2020,7,"2020, Hip-Hop, soul, rnb, logic"
positions,ariana grande,2020,5,"rnb, 2020, Positions (Deluxe), pop, trap"
future nostalgia,dua lipa,2020,7,"2020, pop, Disco, dance-pop, nu-disco"
the goat,polo g,2020,7,"2020, Hip-Hop, 9, 2020s, Polo G"
music to be murdered by,eminem,2020,5,"2020, rap, 2020s, Hip-Hop, hip hop"
folklore,taylor swift,2020,7,"2020, folk, alternative, folklore (deluxe version), indie folk"
nectar,joji,2020,6,"2020, trip hop, pop, Lo-Fi, rnb"
punisher,phoebe bridgers,2020,8,"2020, indie folk, singer-songwriter, indie rock, 2020s"
a written testimony,jay electronica,2020,5,"2020, Hip-Hop, rap, 8, 2020s"
"song machine, season one: strange timez",gorillaz,2020,8,"vinyl collection, quarantine"
tattletales,6ix9ine,2020,3,"2020, bad album covers, Worst Album Covers, worst of 2020, worst albums of 2020"
man on the moon iii: the chosen,kid cudi,2020,7,"2020, Hip-Hop, psychedelic, trap, emo"
3.15.20,childish gambino,2020,4,"2020, rap, funk, Neo-Soul, Hip-Hop"
the new abnormal,the strokes,2020,8,"2020, indie rock, new wave, rock, synthpop"
rtj4,run the jewels,2020,8,"2020, rap, hip hop, hardcore hip-hop, experimental hip-hop"
"shoot for the stars, aim for the moon",pop smoke,2020,6,2020
rough and rowdy ways,bob dylan,2020,5,"2020, 2020s, folk, singer-songwriter, americana"
ugly is beautiful,oliver tree,2020,7,"2020, alternative rock, Hip-Hop, electropop, indie"
dark lane demo tapes,drake,2020,3,"2020, Hip-Hop, rap, Grime, trap"
333,bladee,2020,6,"ambient pop, cloud rap, 2020, trap, pop rap"
man alive!,king krule,2020,8,"2020, art rock, post-punk, rock, Experimental Rock"
spirituality and distortion,igorrr,2020,5,"2020, breakcore, metal, experimental, Avant-garde Metal"
no dream,jeff rosenstock,2020,8,"2020, punk, power pop, pop punk, rock"
weight of the world,mike,2020,4,"2020, Hip-Hop, rap, hip hop, abstract hip-hop"
a hero's death,fontaines d.c.,2020,4,"Crank wave, post-punk, spoken word, 2020, indie rock"
fetch the bolt cutters,fiona apple,2020,7,"2020, art pop, singer-songwriter, rock, Progressive Pop"
starting over,chris stapleton,2020,8,"2020, country, albums, 2020s, 2020 albums"
king's disease,nas,2021,7,"2020, Hip-Hop, hip hop, rap, 8"
pray for paris,westside gunn,2020,6,"2020, boom bap, Gangsta Rap, east coast hip hop, east coast hip-hop"
the album,blackpink,2020,6,"2020, k-pop, Kpop, electropop, pop"
disco4 :: part i,health,2022,6,"2020, 3, Faves, 2020s, best of 2020"
lament,touché amoré,2020,6,"indie, punk, indie rock, punk rock, screamo"
sawayama,rina sawayama,2020,8,"2020, pop, best of 2020, pop rock, rock"
west of eden,hmltd,2020,8,"Crank wave, post-punk, art punk, glam punk, 2020"
u-void synthesizer,machine girl,2020,5,"digital hardcore, electro-industrial, electronic, cybergrind, punk"
dark lane demo tapes,drake,2020,3,"2020, Hip-Hop, rap, Grime, trap"
please excuse me for being antisocial,roddy ricch,2019,7,"2019, Hip-Hop, rap, trap, pop rap"
grime mc,jme,2020,7,2019
u-void synthesizer,machine girl,2020,5,"digital hardcore, electro-industrial, electronic, cybergrind, punk"
lamentations,william basinski,2020,7,"2020, dbdbdbdbdbdbdbdbdbdbdb"
windswept adan,ichiko aoba,2020,9,"chamber folk, folk, 2020, singer-songwriter, contemporary folk"
róisín machine,róisín murphy,2020,5,"2020, House, Disco, pop, deep house"
smile,katy perry,2020,4,"2020, pop, dance, Disco, katy perry"
græ,moses sumney,2020,7,"2020, Neo-Soul, art pop, soul, experimental"
suddenly,caribou,2020,7,"2020, indietronica"
heavy is the head,stormzy,2019,8,"2019, hip hop, rap, Grime, British Hip Hop"
sawayama,rina sawayama,2020,8,"2020, pop, best of 2020, pop rock, rock"
virgo world,lil tecca,2020,3,2020
i disagree,poppy,2020,8,"2020, Nu Metal, metal, pop, industrial"
the slow rush,tame impala,2020,6,"2020, psychedelic pop, synthpop, psychedelic, Neo-Psychedelia"
disco,kylie minogue,2020,6,"2020, Disco, pop, albums I own, dance-pop"
disco4 :: part i,health,2022,6,"2020, 3, Faves, 2020s, best of 2020"
miss colombia,lido pimienta,2020,8,"art pop, 2020, spanish, electronic, alternative"
limbo,aminé,2020,7,"2020, rap, Neo-Soul, trap, pop rap"
heaven to a tortured mind,yves tumor,2020,7,"2020, art rock, glam rock, Psychedelic Soul, Neo-Psychedelia"
be up a hello,squarepusher,2020,7,"2020, electronic, instrumental, idm, breaks"
mordechai,khruangbin,2020,3,"2020, funk, chill, rock, Psychedelic Rock"
cenizas,nicolas jaar,2020,8,"2020, ambient, experimental, electroacoustic"
likewise,frances quinlan,2020,6,2020
plastic hearts,miley cyrus,2020,6,"2020, rock, better than selena gomez, urban, best of 2020"
all thoughts fly,anna von hausswolff,2020,7,"2020, drone, minimalism, ambient, organ"
toxic boogaloo,city morgue,2020,5,"metal, hardcore, punk rock, screamo, 2020"
spilligion,spillage village,2020,5,"2020, rap, gospel, Neo-Soul, contemporary rnb"
high off life,future,2020,3,"2020, Hip-Hop, repetitive, dark, melodic"
song for our daughter,laura marling,2020,9,"2020, folk, singer-songwriter, indie folk, contemporary folk"
shrines,armand hammer,2020,7,"2020, hip hop, rap, conscious hip-hop, abstract hip-hop"
high road,kesha,2020,7,"2020, electropop, pop, country, albums I own"
microphones in 2020,the microphones,2001,7,"singer-songwriter, indie folk, avant-folk, 2020, indie"
endless wound,black curse,2020,6,"2020, Blackened Death Metal, death metal, best of 2020, black metal"
descendants of cain,ka,2020,7,"2020, hip hop, Gangsta Rap, East Coast, abstract hip hop"
evermore,taylor swift,2020,7,"2020, folk pop, folk, evermore (deluxe version), indie"
heavy light,u.s. girls,2020,5,"2020, 2020s, american, Psychedelic Rock, art pop"
ultimate success today,protomartyr,2020,6,"Crank wave, post-punk, spoken word, 2020, art punk"
purple moonlight pages,r.a.p. ferreira,2020,8,"2020, jazz rap, underground hip hop, Hip-Hop, hip hop"
no,boris,1986,8,"2020, hardcore punk, metal, punk, hardcore"
lil boat 3,lil yachty,2020,3,"2020, Hip-Hop, 8, Black Album, 2020s"
omens,elder,2020,5,"2020, chill, Progressive metal, Progressive rock, Stoner Rock"
there is no year,algiers,2020,5,"2020, 2020s, albums I own, albums, 2020 albums"
it is what it is,thundercat,2020,6,"2020, jazz, soul, funk, jazz fusion"
a hero's death,fontaines d.c.,2020,4,"Crank wave, post-punk, spoken word, 2020, indie rock"
the ascension,sufjan stevens,2020,6,"2020, idm, electronic, folk, experimental"
women in music pt. iii,haim,2021,8,"2020, soft rock, indie pop, rock, indie rock"
ultra mono,idles,2020,8,"Crank wave, post-punk, post-brexit new wave, Post-brexitcore, wokecore"
the common task,horse lords,2020,8,"rock, math rock, post-rock, Experimental Rock, minimalism"
map of the soul: 7,bts,2020,5,"hip hop, pop"
set my heart on fire immediately,perfume genius,2020,8,"2020, art pop, pop, sexy, indie rock"
true opera,moor jewelry,2020,8,"punk, noise rock, experimental hip-hop, experimental punk, 2020"
imploding the mirage,the killers,2020,5,"2020, rock, alternative rock, indie, alternative"
post human: survival horror,bring me the horizon,2020,8,"metalcore, alternative metal, Nu Metal, industrial metal, post-hardcore"
peaceful as hell,black dresses,2020,9,"industrial pop, noise pop, industrial rock, electro-industrial, electronic"
planet's mad,baauer,2020,7,"electronic, Energetic, late night, club, breaks"
we will always love you,the avalanches,2020,5,"2020, Neo-Psychedelia, plunderphonics, electronic, dream pop"
mouth dreams,neil cicierega,2017,4,"mashup, plunderphonics, pop, alternative rock, pop rock"
songs,adrianne lenker,2020,8,"2020, singer-songwriter, contemporary folk, indie folk, beautiful"
burden of proof,benny the butcher,2020,7,"2020, Gangsta Rap, boom bap, rap, urban"
how i'm feeling now,charli xcx,2020,8,"2020, hyperpop, bubblegum bass, electropop, pop"
dedicated side b,carly rae jepsen,2020,7,"2020, electropop, dance-pop, synthpop, pop"
kick i,arca,2021,7,"2020, electronic, art pop, Deconstructed Club, experimental"
magic oneohtrix point never,oneohtrix point never,2020,6,"2020, ambient, Progressive Electronic, art pop, electronic"
heaven or hell,don toliver,2020,5,"2020, Hip-Hop, psychedelic, 6, 2020s"
eternal atake,lil uzi vert,2020,4,"2020, Hip-Hop, trap, Lil Uzi Vert, rap"
telas,nicolas jaar,2020,6,"electronic, ambient, experimental, 2020"
petals for armor,hayley williams,2020,5,"2020, art pop, alternative, indie pop, synthpop"
van,clown core,2020,7,"metal, electronic, experimental, Experimental Rock, breakbeat"
my agenda,dorian electra,2020,8,"2020, bubblegum bass, trap, hyperpop, Brostep"
sixteen oceans,four tet,2020,4,"2020, downtempo, idm, folktronica, microhouse"
funeral,lil wayne,2020,4,"hip hop, Lil Wayne, 2020"
american head,the flaming lips,2020,8,"2020, Neo-Psychedelia, psychedelic pop, chamber pop, dream pop"
dedicated side b,carly rae jepsen,2020,7,"2020, electropop, dance-pop, synthpop, pop"
róisín machine,róisín murphy,2020,5,"2020, House, Disco, pop, deep house"
the consuming flame: open exercises in group form,matmos,2020,8,"electronic, experimental, idm, glitch, electroacoustic"
american head,the flaming lips,2020,8,"2020, Neo-Psychedelia, psychedelic pop, chamber pop, dream pop"
ohms,deftones,2020,3,"2020, alternative metal, shoegaze, metal, Post-Metal"
planet's mad,baauer,2020,7,"electronic, Energetic, late night, club, breaks"
el último tour del mundo,bad bunny,2020,5,"2020, Hip-Hop, rap, ska, trap"
petals for armor,hayley williams,2020,5,"2020, art pop, alternative, indie pop, synthpop"
kiss my super bowl ring,the garden,2020,6,"art punk, digital hardcore, 2020, electronic, rock"
from king to a god,conway the machine,2020,8,"2020, albums, east coast hip-hop, releases"
quarantine casanova,chromeo,2020,7,"Hip-Hop, electronic, funk, funky, electrofunk"
pegasus,trippie redd,2020,1,"2020, Hip-Hop, 3, 2020s"
new beginnings,reason,2020,3,"2020, rap, conscious hip-hop, pop rap, west coast hip-hop"
miss anthropocene,grimes,2020,4,"2020, electronic, electropop, pop, 4ad"
exeter,bladee,2020,5,"2020, cloud rap, experimental hip hop, trap, pop rap"
apple,a. g. cook,2021,5,"2020, album"
sin miedo (del amor y otros demonios) ∞,kali uchis,2020,7,"2020, latin pop, Reggaeton, Neo-Soul, soul"
top shotta,nle choppa,2020,6,didnt go to college for a free throw
the allegory,"royce da 5'9""",2020,6,"albums, 2020s, 2020 albums"
shabrang,sevdaliza,2020,8,"2020, trip hop, art pop, emo, experimental"
the album,teyana taylor,2020,5,"2020, rnb, trap, teyana taylor"
detroit 2,big sean,2020,7,"2020, big sean"
inner song,kelly lee owens,2020,6,"2020, tech house, art pop, electronic, Ambient Techno"
future teenage cave artists,deerhoof,2020,8,"2020, 2020s, indie, experimental, indie rock"
visions of bodies being burned,clipping.,2020,9,"2020, Horrorcore, noise, dark ambient, industrial hip hop"
i let it in and it took everything,loathe,2020,6,"2020, metalcore, alternative metal, DJENT, Progressive metal"
moonchild,niki,2020,5,"Perfection, 2020"
southside,sam hunt,2020,1,"not country, pop, rnb, bro-country, heavy metal"
good news,megan thee stallion,2020,6,"2020, hip hop, rap, Hip-Hop, trap"
mystic familiar,dan deacon,2020,8,"2020, indietronica, Neo-Psychedelia"
pixel bath,jean dawson,2020,7,"indie pop, bedroom pop, 2020, indie, pop"
"streams of thought, vol. 3: cane and abel",black thought,2020,7,2020
años en infierno,xibalba,2020,6,"death metal, deathcore, fake hardcore, 2020"
suga,megan thee stallion,2020,5,"2020, Hip-Hop, 2020s, rap, rnb"
7g,a. g. cook,2020,6,"2020, electronic, bubblegum bass, pop, rock"
starz,yung lean,2020,5,"2020, cloud rap, trap, pop rap, witch house"
underneath,code orange,2020,8,"metalcore, industrial metal, hardcore, 2020, alternative metal"
blame it on baby,dababy,2020,4,"2020, 2020s, Hip-Hop, 3, alexcore"
immersion,primitive man,2020,7,"doom metal, noise, metal, albums I own, Sludge"
what could possibly go wrong,dominic fike,2020,4,"2020, alternative, indie pop, indie rock, Lo-Fi"
nightmare vacation,rico nasty,2020,7,"2020, punk, hardcore, rap, experimental hip hop"
ungodly hour,chloe x halle,2020,8,"2020, rnb, pop, dance-pop, alternative rnb"
inlet,hum,2020,5,"2020, shoegaze, rock, alternative rock, alternative metal"
modus vivendi,070 shake,2020,5,"2020, female vocalists, Lo-Fi, synthpop, rnb"
mestarin kynsi,oranssi pazuzu,2020,7,"2020, black metal, experimental, psychedelic, 2020s"
afterburner,dance gavin dance,2020,4,"post-hardcore, 2020, metalcore, alternative rock, experimental"
extinction level event 2: the wrath of god,busta rhymes,2020,6,"2020s, Hip-Hop, hip hop, Busta Rhymes, 8"
ctv3: cool tape vol. 3,jaden,2020,5,"Hip-Hop, 2020"
alphaville,imperial triumphant,2020,8,"2020, Technical Death Metal, Avant-garde Metal, Dissonant Death Metal, best of 2020"
saint cloud,waxahatchee,2020,4,"2020, country, indie, rock, americana"
shadow of life,umbra vitae,2020,5,"2020, hardcore, death metal, deathcore, deathwish inc"
cumbia siglo xxi,meridian brothers,2020,8,"2020, tropicannibalism"
doped runner verse,them airs,2020,7,"noise rock, post-punk, Garage Rock, Crank wave"
zeros,declan mckenna,2020,5,"2020, rock, glam rock, vinyl, AOTY"
making a door less open,car seat headrest,2020,5,"2020, indie rock, synthpop, indietronica, alternative dance"
spirit world field guide,aesop rock,2020,7,"2020, hip hop, abstract hip hop, 2020s"
mark kozelek with ben boye and jim white 2,mark kozelek with ben boye and jim white,2020,5,"albums, 2020s, 2020 albums"
certified lover boy,drake,2021,3,"2021, rap, rnb, trap, cringe"
donda,kanye west,2021,7,"2021, Hip-Hop, rap, gospel, cum music"
call me if you get lost,"tyler, the creator",2021,8,"2021, Neo-Soul, synth funk, jazz rap, Hip-Hop"
sour,olivia rodrigo,2021,7,"2021, pop, pop rock, pop punk, rock"
the off-season,j. cole,2021,7,"2021, rap, Hip-Hop, pop rap, hip hop"
rainbow bridge 3,sematary,2021,8,"Horrorcore, Trap Metal, experimental hip hop, witch house, black metal"
justice,justin bieber,2021,3,"pop, 2021, rnb, 2020s, Hip-Hop"
culture iii,migos,2021,2,"2021, rap, trap, Hip-Hop, repetitive"
happier than ever,billie eilish,2021,7,"2021, downtempo, electropop, pop, 2020s"
all over the place,ksi,2021,5,2021
=,ed sheeran,2017,2,"2021, Ed Sheeran, 2020s, indie, soul"
welcome to the madhouse,tones and i,2021,0,2021
nurture,porter robinson,2021,8,"electropop, synthpop, 2021, folktronica, glitch pop"
montero,lil nas x,2021,7,"2021, Hip-Hop, pop, rap, rnb"
the melodic blue,baby keem,2021,6,"2021, Hip-Hop, repetitive, urban, melodic"
planet her,doja cat,2021,5,"Planet Her (Deluxe), 2021, pop, rap, rnb"
lp!,jpegmafia,2021,9,"experimental hip hop, 2021, glitch hop, cloud rap, hardcore hip hop"
long term effects of suffering,$uicideboy$,2021,4,"trap, Horrorcore, cloud rap, memphis rap, Southern Hip Hop"
glow on,turnstile,2021,8,"2021, alternative rock, hardcore punk, post-hardcore, alternative metal"
we're all alone in this together,dave,2021,6,"Hip-Hop, rap, 2020s, 2021"
sinner get ready,lingua ignota,2021,1,"neoclassical darkwave, drone, 2021, neofolk, avant-folk"
scaled and icy,twenty one pilots,2021,2,"2021, indie pop, rock, alternative, 2020s"
ancient dreams in a modern land,marina,2021,6,"2021, pop rock, pop, electropop, indie pop"
the battle at garden's gate,greta van fleet,2021,2,"rock, hard rock, Progressive rock, blues, blues rock"
violence unimagined,cannibal corpse,2021,7,"2021, death metal, 2020s, Brutal Death Metal, florida"
plastic beach,gorillaz,2010,9,"2010, alternative, albums I own, electronic, Hip-Hop"
music of the spheres,coldplay,2021,2,"2021, pop rock, pop, rock, synthpop"
khaled khaled,dj khaled,2021,4,"2021, Hip-Hop, rnb, 6, dj khaled"
king's disease ii,nas,2021,8,"2021, hip hop, rap, Nas, AOTY"
solar power,lorde,2021,4,"2021, pop, 2020s, indie folk, soft rock"
dog boy,zillakami,2021,2,"Trap Metal, Grunge, alternative rock, rap rock, Gangsta Rap"
tyron,slowthai,2021,8,"2021, UK hip hop, trap, Conscious Hip Hop, hip hop"
i don't live here anymore,the war on drugs,2021,5,"chill, rock, soft rock, long, heartland rock"
screen violence,chvrches,2021,6,"2021, synthpop, electropop, pop, alternative rock"
the fool,bladee,2021,6,"cloud rap, trap, pop rap, 2021, trance"
by the time i get to phoenix,injury reserve,2021,9,"experimental, 2021, experimental hip hop, glitch hop, post-rap"
valentine,snail mail,2021,5,"2021, indie, rock, alternative, Lo-Fi"
smiling with no teeth,genesis owusu,2021,8,"2021, Neo-Soul, funk, experimental hip hop, post-punk"
the turning wheel,spellling,2021,1,"2021, art pop, baroque pop, Progressive Pop, Psychedelic Soul"
the house is burning,isaiah rashad,2021,5,"2021, Southern Hip Hop, rap, atmospheric, warm"
"if i can't have love, i want power",halsey,2021,6,"2021, pop, rock, indie, alternative"
exodus,dmx,2021,5,"2021, Hip-Hop, posthumous"
fortitude,gojira,2021,7,"2021, Progressive metal, groove metal, alternative metal, Post-Metal"
30,adele,2021,7,"2021, pop, soul, jazz, rnb"
nine,sault,2020,7,"2021, digital, 3, own, albums i own on vinyl"
"entertainment, death",spirit of the beehive,2021,7,"2021, Experimental Rock, dream pop, Neo-Psychedelia, hypnagogic pop"
gumbo'!,pink siifu,2021,8,"2021, rnb, Neo-Soul, jazz rap, Southern Hip Hop"
demidevil,ashnikko,2021,6,"2021, Hip-Hop, pop, 2020s, best of 2021"
sympathy for life,parquet courts,2021,6,"2021, Crank wave, post-punk, indie rock, noise rock"
a diabolic thirst,spectral wound,2021,6,"2021, black metal, bc, canadian black metal, 2020s"
punk,young thug,2021,3,"2021, trap, Hip-Hop, hip hop, punk"
pressure machine,the killers,2022,7,"2021, folk rock, heartland rock, 2020s, rock"
take the sadness out of saturday night,bleachers,2021,6,"2021, pop rock, indie pop, indie, pop"
welfare jazz,viagra boys,2021,8,"Crank wave, post-punk, egg punk, cowpunk, dance-punk"
we are always alone,portrayal of guilt,2021,6,"2021, black metal, screamo, skramz, blackened skramz"
usee4yourself,idk,2021,5,2021
volcanic bird enemy and the voiced concern,lil ugly mane,2021,7,"trip hop, dream pop, Neo-Psychedelia, indie pop, hypnagogic pop"
as the love continues,mogwai,2021,6,"2021, instrumental, albums I own, post-rock, 4"
harlecore,danny l harle,2021,6,"2021, electronic, trance, experimental, Rave"
dawn of chromatica,lady gaga,2021,7,"2021, hyperpop, pop, 2020s, electronic"
any shape you take,indigo de souza,2021,7,"indie rock, favourite, 3-5, 2021, this makes my heart ache"
flux,poppy,2021,6,"rock, alternative rock, shoegaze, 2021, punk"
escapades,gaspard augé,2021,4,french touch
jubilee,japanese breakfast,2021,7,"2021, indie pop, dream pop, chamber pop, synthpop"
faith,pop smoke,2021,4,"2021, Gangsta Rap, trap, pop rap, east coast hip hop"
from me to you,quadeca,2021,5,"experimental hip hop, pop rap, hip hop, trap, glitch hop"
life of a don,don toliver,2021,4,"alternative rnb, chill, soul, psychedelic, 3"
"sincerely, kentrell",youngboy never broke again,2021,4,melodic hip-hop
whole lotta red,playboi carti,2020,5,"cloud rap, trap, tread, 2020, experimental hip hop"
still over it,summer walker,2021,7,"2021, soul, Hip-Hop, pop, Psychedelic Soul"
blue banisters,lana del rey,2021,5,"2021, alternative, soft rock, indie, jazz"
let me do one more,illuminati hotties,2021,8,"2021, 3-5"
drunk tank pink,shame,2021,6,"Crank wave, post-punk, 2021, post-brexit new wave, spoken word"
hall of fame,polo g,2021,6,"2021, KinG BillionHeir, Polo G"
twopointfive,aminé,2021,6,"hyperpop, 2021, rap, mixtape, hiphop"
song of sage: post panic!,navy blue,2020,7,"2020, abstract, summer, introspective, Mellow"
van gogh's left ear,zelooperz,2021,6,"trap, abstract hip-hop, hardcore hip-hop, 2021, detroit trap"
stand for myself,yola,2021,8,"2021, country soul, pop soul, soul, country"
sling,clairo,2021,7,"2021, 2020s, indie, singer-songwriter, chamber folk"
madison,sloppy jane,2021,8,"2020s, 2021"
heaux tales,jazmine sullivan,2022,8,"2021, rnb, soul, Neo-Soul, Hip-Hop"
bobby tarantino iii,logic,2021,3,"2021, Hip-Hop, logic, 7, def jam"
vince staples,vince staples,2021,7,"2021, Hip-Hop, hip hop, rap, experimental"
the life of pi'erre 5,pi'erre bourne,2021,5,"repetitive, urban, melodic, psychedelic, atmospheric"
voyage,abba,2021,5,"2021, pop, abba, Disco, pop rock"
seek shelter,iceage,2021,7,"2021, indie rock, post-punk, 2020s"
chemtrails over the country club,lana del rey,2021,7,"2021, soft rock, folk, singer-songwriter, americana"
spiral,darkside,2021,7,"2021, indie, matador, electronic, trip-hop"
cavalcade,black midi,2021,8,"Progressive rock, math rock, noise rock, brutal prog, Crank wave"
hey what,low,2021,8,"2021, Experimental Rock, Post-Industrial, ambient pop, noise"
for the first time,"black country, new road",2021,8,"Crank wave, post-punk, post-rock, spoken word, 2021"
hushed and grim,mastodon,2021,6,"2021, Progressive metal, sludge metal, heavy metal, Progressive rock"
charmed,dj sabrina the teenage dj,2020,6,"2020, future funk, dance-pop, House, synthpop"
"actually, you can",deerhoof,2021,8,2021
star-crossed,kacey musgraves,2021,2,"2021, country, psychedelic pop, country pop, best of 2021"
spare ribs,sleaford mods,2021,4,"Crank wave, rap punk, post-punk, spoken word, post-brexit new wave"
forever in your heart,black dresses,2021,8,"metal, electro-industrial, glitch pop, pop, rock"
"a tiny house, in secret speeches, polar equals",sweet trip,2021,7,"dream pop, 2021, indietronica, indie pop, shoegaze"
sketchy.,tune-yards,2021,7,"indie pop, art pop, 2021"
life rolls on,florida georgia line,2021,3,"male vocalists, country pop, country rap, bro country, bro-country"
ok human,weezer,2021,8,"chamber pop, 2021, baroque pop, pop rock, rock"
home video,lucy dacus,2021,7,"2021, indie rock, indie pop, matador, digital"
"if this isn’t nice, i don’t know what is",still woozy,2021,5,"indie pop, indietronica, bedroom pop, AI, 2021"
sound ancestors,madlib,2021,7,"2021, instrumental hip-hop, Four Tet, electronic, soul"
black to the future,sons of kemet,2021,7,"2021, jazz, saxophone, colours, red"
ignorance,the weather station,2021,5,"2021, 2020s, art pop, Sophisti-Pop, folk"
i've seen all i need to see,the body,2021,7,"2021, best of 2021"
talk memory,badbadnotgood,2021,7,"2021, instrumental, post-rock, Avant-Garde, experimental"
yol,altın gün,2021,7,2021
is 4 lovers,death from above 1979,2021,6,"2021, dance-punk, dance punk, noise, indie"
the color blu(e),blu,2021,8,"Hip-Hop, hip hop, rap, blues, boom bap"
el madrileño,c. tangana,2021,7,"latin, 2021, urban, 3, Flamenco"
the golden casket,modest mouse,2021,2,"2021, alternative rock, indie rock, epic, 4"
isles,bicep,2021,5,"2021, electronic, House, breaks, Ambient Techno"
infinite granite,deafheaven,2021,3,"2021, shoegaze, post-rock, dream pop, 2020s"
mood valiant,hiatus kaiyote,2021,7,"2021, 2020s"
blue weekend,wolf alice,2021,4,"2021, alternative rock, indie rock, dream pop, digital"
"roadrunner: new light, new machine",brockhampton,2021,8,"2021, pop rap, west coast hip hop, rap, hardcore hip hop"
a martyr's reward,ka,2021,7,"2021, abstract hip hop"
van weezer,weezer,2021,5,"alternative rock, hard rock, power pop, 2021, rock"
absolutely,dijon,2021,7,2021
trip at knight,trippie redd,2021,5,"trap, pop rap, hip hop, rap, rage"
flowers for vases / descansos,hayley williams,2021,5,"2021, rock, alternative, folk, indie folk"
deacon,serpentwithfeet,2021,5,"2021, rnb, alternative rnb, 3, Neo-Soul"
if i could make it go quiet,girl in red,2021,3,"2021, indie pop, indie rock, norwegian, scandinavian"
half god,wiki,2021,8,"2021, underground hip-hop"
bright green field,squid,2021,7,"Crank wave, post-punk, krautrock, new wave, post-brexit new wave"
friends that break your heart,james blake,2021,8,"2021, ambient pop, alternative rnb, electronic, rnb"
crawler,idles,2021,6,"Crank wave, post-punk, post-brexit new wave, Post-brexitcore, wokecore"
colors ii,between the buried and me,2021,4,"2021, Progressive metal, heavy metal, experimental, Avant-Garde"
michigan boy boat,lil yachty,2021,4,"2021, Hip-Hop, 7, detroit rap, 2020s"
sometimes i might be introvert,little simz,2021,8,"2021, Conscious Hip Hop, Hip-Hop, hip hop, rap"
"last year was weird, vol. 3",tkay maidza,2021,7,"2021, electropop, hip hop, records i own, releases"
fighting demons,juice wrld,2022,4,"2021, Hip-Hop, 2020s, pop, rock"
eternal home,fire-toolz,2021,7,"Avant-garde Metal, Post-Industrial, Progressive Electronic, new age, jazz fusion"
little oblivions,julien baker,2021,4,"2021, indie rock, singer-songwriter, matador, rock"
medicine at midnight,foo fighters,2021,5,"2021, alternative rock, rock, alternative metal, hard rock"
fatigue,l'rain,2021,8,"2021, experimental, 3, finished, 2020s"
bob's son,r.a.p. ferreira,2021,6,"2021, dbdbdbdbdbdbdbdbdbdbdb"
imperative imperceptible impulse,ad nauseam,-1,8,"Technical Death Metal, 2021, Avant-garde Metal, Avant-Garde Death Metal, Dissonant Death Metal"
torn arteries,carcass,2021,7,"2021, Melodic Death Metal, death metal, british, grindcore"
